locality,bhk,furnished,condition,type,price
Pimpri,2,Furnished,Buy,PreOwned,8516880
Pimpri,2,Non-Furnished,Rent,None,32142
Pimpri,2,Non-Furnished,Rent,None,32396
Pimpri,2,Non-Furnished,Rent,None,29066
Pimpri,2,Non-Furnished,Rent,None,29806
Pimpri,2,Non-Furnished,Rent,None,31596
Pimpri,2,Non-Furnished,Rent,None,32269
Pimpri,2,Non-Furnished,Rent,None,31622
Pimpri,2,Non-Furnished,Rent,None,30025
Pimpri,2,Non-Furnished,Rent,None,31533
Pimpri,2,Non-Furnished,Rent,None,29139
Pimpri,2,Non-Furnished,Rent,None,28151
Pimpri,2,Non-Furnished,Rent,None,32377
Pimpri,2,Non-Furnished,Buy,New,10392617
Pimpri,2,Non-Furnished,Buy,New,10146235
Pimpri,2,Non-Furnished,Buy,New,9245869
Pimpri,2,Non-Furnished,Buy,New,8641987
Pimpri,2,Non-Furnished,Buy,New,8628562
Pimpri,2,Non-Furnished,Buy,New,9169392
Pimpri,2,Non-Furnished,Buy,New,9928910
Pimpri,2,Non-Furnished,Buy,New,8873603
Pimpri,2,Non-Furnished,Buy,New,9233246
Pimpri,2,Non-Furnished,Buy,New,8702615
Pimpri,2,Non-Furnished,Buy,New,8944321
Pimpri,2,Non-Furnished,Buy,New,8773835
Pimpri,2,Non-Furnished,Buy,PreOwned,7758665
Pimpri,2,Non-Furnished,Buy,PreOwned,7930952
Pimpri,2,Non-Furnished,Buy,PreOwned,7835655
Pimpri,2,Non-Furnished,Buy,PreOwned,7316813
Pimpri,2,Non-Furnished,Buy,PreOwned,7366794
Pimpri,2,Non-Furnished,Buy,PreOwned,7529478
Pimpri,2,Non-Furnished,Buy,PreOwned,7950715
Pimpri,2,Non-Furnished,Buy,PreOwned,8064184
Pimpri,2,Non-Furnished,Buy,PreOwned,7838615
Pimpri,2,Non-Furnished,Buy,PreOwned,7327380
Pimpri,2,Non-Furnished,Buy,PreOwned,7708899
Pimpri,2,Non-Furnished,Buy,PreOwned,8059095
Pimpri,3,Furnished,Rent,None,56485
Pimpri,3,Furnished,Rent,None,56311
Pimpri,3,Furnished,Rent,None,58334
Pimpri,3,Furnished,Rent,None,54170
Pimpri,3,Furnished,Rent,None,55670
Pimpri,3,Furnished,Rent,None,63537
Pimpri,3,Furnished,Rent,None,56439
Pimpri,3,Furnished,Rent,None,60346
Pimpri,3,Furnished,Rent,None,58530
Pimpri,3,Furnished,Rent,None,55451
Pimpri,3,Furnished,Rent,None,57100
Pimpri,3,Furnished,Rent,None,54489
Pimpri,3,Furnished,Buy,New,16222868
Pimpri,3,Furnished,Buy,New,15143275
Pimpri,3,Furnished,Buy,New,15855261
Pimpri,3,Furnished,Buy,New,15626292
Pimpri,3,Furnished,Buy,New,15665051
Pimpri,3,Furnished,Buy,New,14768209
Pimpri,3,Furnished,Buy,New,14386952
Pimpri,3,Furnished,Buy,New,15771444
Pimpri,3,Furnished,Buy,New,16043658
Pimpri,3,Furnished,Buy,New,16388955
Pimpri,3,Furnished,Buy,New,15626064
Pimpri,3,Furnished,Buy,New,15622577
Pimpri,3,Furnished,Buy,PreOwned,13628386
Pimpri,3,Furnished,Buy,PreOwned,13898743
Pimpri,3,Furnished,Buy,PreOwned,14582449
Pimpri,3,Furnished,Buy,PreOwned,14312423
Pimpri,3,Furnished,Buy,PreOwned,14941310
Pimpri,3,Furnished,Buy,PreOwned,14655010
Pimpri,3,Furnished,Buy,PreOwned,14302645
Pimpri,3,Furnished,Buy,PreOwned,14502728
Pimpri,3,Furnished,Buy,PreOwned,13763347
Pimpri,3,Furnished,Buy,PreOwned,14273518
Pimpri,3,Furnished,Buy,PreOwned,13757446
Pimpri,3,Furnished,Buy,PreOwned,14336681
Pimpri,3,Non-Furnished,Rent,None,51151
Pimpri,3,Non-Furnished,Rent,None,49156
Pimpri,3,Non-Furnished,Rent,None,51598
Pimpri,3,Non-Furnished,Rent,None,51406
Pimpri,3,Non-Furnished,Rent,None,52763
Pimpri,3,Non-Furnished,Rent,None,52736
Pimpri,3,Non-Furnished,Rent,None,49349
Pimpri,3,Non-Furnished,Rent,None,50219
Pimpri,3,Non-Furnished,Rent,None,51559
Pimpri,3,Non-Furnished,Rent,None,48029
Pimpri,3,Non-Furnished,Rent,None,48994
Pimpri,3,Non-Furnished,Rent,None,51855
Pimpri,3,Non-Furnished,Buy,New,14213474
Pimpri,3,Non-Furnished,Buy,New,15268491
Pimpri,3,Non-Furnished,Buy,New,14445379
Pimpri,3,Non-Furnished,Buy,New,14290141
Pimpri,3,Non-Furnished,Buy,New,14399315
Pimpri,3,Non-Furnished,Buy,New,14718163
Pimpri,3,Non-Furnished,Buy,New,15507081
Pimpri,3,Non-Furnished,Buy,New,14064956
Pimpri,3,Non-Furnished,Buy,New,14878204
Pimpri,3,Non-Furnished,Buy,New,14606356
Pimpri,3,Non-Furnished,Buy,New,13748413
Pimpri,3,Non-Furnished,Buy,New,14490871
Pimpri,3,Non-Furnished,Buy,PreOwned,13209121
Pimpri,3,Non-Furnished,Buy,PreOwned,13577727
Pimpri,3,Non-Furnished,Buy,PreOwned,13086139
Pimpri,3,Non-Furnished,Buy,PreOwned,13553186
Pimpri,3,Non-Furnished,Buy,PreOwned,13210545
Pimpri,3,Non-Furnished,Buy,PreOwned,13110648
Pimpri,3,Non-Furnished,Buy,PreOwned,13263699
Pimpri,3,Non-Furnished,Buy,PreOwned,13555868
Pimpri,3,Non-Furnished,Buy,PreOwned,13561689
Pimpri,3,Non-Furnished,Buy,PreOwned,12840534
Pimpri,3,Non-Furnished,Buy,PreOwned,13578981
Pimpri,3,Non-Furnished,Buy,PreOwned,13530884
Pimpri,4,Furnished,Rent,None,95665
Pimpri,4,Furnished,Rent,None,86373
Pimpri,4,Furnished,Rent,None,95998
Pimpri,4,Furnished,Rent,None,93025
Pimpri,4,Furnished,Rent,None,92865
Pimpri,4,Furnished,Rent,None,95504
Pimpri,4,Furnished,Rent,None,98088
Pimpri,4,Furnished,Rent,None,88584
Pimpri,4,Furnished,Rent,None,94413
Pimpri,4,Furnished,Rent,None,92588
Pimpri,4,Furnished,Rent,None,90796
Pimpri,4,Furnished,Rent,None,97828
Pimpri,4,Furnished,Buy,New,22185718
Pimpri,4,Furnished,Buy,New,22946336
Pimpri,4,Furnished,Buy,New,21638152
Pimpri,4,Furnished,Buy,New,22340067
Pimpri,4,Furnished,Buy,New,22351169
Pimpri,4,Furnished,Buy,New,23684030
Pimpri,4,Furnished,Buy,New,21844568
Pimpri,4,Furnished,Buy,New,22481372
Pimpri,4,Furnished,Buy,New,22347619
Pimpri,4,Furnished,Buy,New,21572581
Pimpri,4,Furnished,Buy,New,21888996
Pimpri,4,Furnished,Buy,New,22271980
Pimpri,4,Furnished,Buy,PreOwned,21529827
Pimpri,4,Furnished,Buy,PreOwned,20945227
Pimpri,4,Furnished,Buy,PreOwned,21487061
Pimpri,4,Furnished,Buy,PreOwned,20403769
Pimpri,4,Furnished,Buy,PreOwned,20934913
Pimpri,4,Furnished,Buy,PreOwned,21402755
Pimpri,4,Furnished,Buy,PreOwned,21461897
Pimpri,4,Furnished,Buy,PreOwned,20832211
Pimpri,4,Furnished,Buy,PreOwned,21090009
Pimpri,4,Furnished,Buy,PreOwned,21216265
Pimpri,4,Furnished,Buy,PreOwned,21097884
Pimpri,4,Furnished,Buy,PreOwned,20921039
Pimpri,4,Non-Furnished,Rent,None,86709
Pimpri,4,Non-Furnished,Rent,None,87191
Pimpri,4,Non-Furnished,Rent,None,84821
Pimpri,4,Non-Furnished,Rent,None,86573
Pimpri,4,Non-Furnished,Rent,None,83306
Pimpri,4,Non-Furnished,Rent,None,85207
Pimpri,4,Non-Furnished,Rent,None,86282
Pimpri,4,Non-Furnished,Rent,None,85666
Pimpri,4,Non-Furnished,Rent,None,83163
Pimpri,4,Non-Furnished,Rent,None,84730
Pimpri,4,Non-Furnished,Rent,None,83990
Pimpri,4,Non-Furnished,Rent,None,85311
Pimpri,4,Non-Furnished,Buy,New,22156340
Pimpri,4,Non-Furnished,Buy,New,21678429
Pimpri,4,Non-Furnished,Buy,New,20725221
Pimpri,4,Non-Furnished,Buy,New,22838397
Pimpri,4,Non-Furnished,Buy,New,21607994
Pimpri,4,Non-Furnished,Buy,New,21511271
Pimpri,4,Non-Furnished,Buy,New,21051462
Pimpri,4,Non-Furnished,Buy,New,21546239
Pimpri,4,Non-Furnished,Buy,New,21804011
Pimpri,4,Non-Furnished,Buy,New,21828153
Pimpri,4,Non-Furnished,Buy,New,22079975
Pimpri,4,Non-Furnished,Buy,New,22406759
Pimpri,4,Non-Furnished,Buy,PreOwned,19984852
Pimpri,4,Non-Furnished,Buy,PreOwned,20196759
Pimpri,4,Non-Furnished,Buy,PreOwned,20486717
Pimpri,4,Non-Furnished,Buy,PreOwned,20555283
Pimpri,4,Non-Furnished,Buy,PreOwned,20401931
Pimpri,4,Non-Furnished,Buy,PreOwned,20206178
Pimpri,4,Non-Furnished,Buy,PreOwned,19856087
Pimpri,4,Non-Furnished,Buy,PreOwned,20114132
Pimpri,4,Non-Furnished,Buy,PreOwned,20243193
Pimpri,4,Non-Furnished,Buy,PreOwned,20160550
Pimpri,4,Non-Furnished,Buy,PreOwned,20116254
Pimpri,4,Non-Furnished,Buy,PreOwned,20416849
Pimpri,5,Furnished,Rent,None,141091
Pimpri,5,Furnished,Rent,None,139628
Pimpri,5,Furnished,Rent,None,136499
Pimpri,5,Furnished,Rent,None,136323
Pimpri,5,Furnished,Rent,None,138833
Pimpri,5,Furnished,Rent,None,132036
Pimpri,5,Furnished,Rent,None,135306
Pimpri,5,Furnished,Rent,None,137222
Pimpri,5,Furnished,Rent,None,139403
Pimpri,5,Furnished,Rent,None,140183
Pimpri,5,Furnished,Rent,None,136546
Pimpri,5,Furnished,Rent,None,136339
Pimpri,5,Furnished,Buy,New,33060138
Pimpri,5,Furnished,Buy,New,34230670
Pimpri,5,Furnished,Buy,New,33711681
Pimpri,5,Furnished,Buy,New,32739609
Pimpri,5,Furnished,Buy,New,32506219
Pimpri,5,Furnished,Buy,New,32304956
Pimpri,5,Furnished,Buy,New,31859057
Pimpri,5,Furnished,Buy,New,32047932
Pimpri,5,Furnished,Buy,New,32197897
Pimpri,5,Furnished,Buy,New,31939410
Pimpri,5,Furnished,Buy,New,33512479
Pimpri,5,Furnished,Buy,New,31757428
Pimpri,5,Furnished,Buy,PreOwned,31746267
Pimpri,5,Furnished,Buy,PreOwned,31305830
Pimpri,5,Furnished,Buy,PreOwned,31657457
Pimpri,5,Furnished,Buy,PreOwned,30393569
Pimpri,5,Furnished,Buy,PreOwned,30687093
Pimpri,5,Furnished,Buy,PreOwned,32008965
Pimpri,5,Furnished,Buy,PreOwned,30854474
Pimpri,5,Furnished,Buy,PreOwned,31178668
Pimpri,5,Furnished,Buy,PreOwned,30170201
Pimpri,5,Furnished,Buy,PreOwned,31714264
Pimpri,5,Furnished,Buy,PreOwned,31243350
Pimpri,5,Furnished,Buy,PreOwned,31021311
Pimpri,5,Non-Furnished,Rent,None,131658
Pimpri,5,Non-Furnished,Rent,None,128743
Pimpri,5,Non-Furnished,Rent,None,132126
Pimpri,5,Non-Furnished,Rent,None,130465
Pimpri,5,Non-Furnished,Rent,None,131472
Pimpri,5,Non-Furnished,Rent,None,132965
Pimpri,5,Non-Furnished,Rent,None,128707
Pimpri,5,Non-Furnished,Rent,None,128499
Pimpri,5,Non-Furnished,Rent,None,131647
Pimpri,5,Non-Furnished,Rent,None,128145
Pimpri,5,Non-Furnished,Rent,None,131085
Pimpri,5,Non-Furnished,Rent,None,129606
Pimpri,5,Non-Furnished,Buy,New,31570029
Pimpri,5,Non-Furnished,Buy,New,30711582
Pimpri,5,Non-Furnished,Buy,New,31505943
Pimpri,5,Non-Furnished,Buy,New,32086105
Pimpri,5,Non-Furnished,Buy,New,32151431
Pimpri,5,Non-Furnished,Buy,New,31467216
Pimpri,5,Non-Furnished,Buy,New,31321309
Pimpri,5,Non-Furnished,Buy,New,30698207
Pimpri,5,Non-Furnished,Buy,New,32154806
Pimpri,5,Non-Furnished,Buy,New,32022072
Pimpri,5,Non-Furnished,Buy,New,31264139
Pimpri,5,Non-Furnished,Buy,New,31630638
Pimpri,5,Non-Furnished,Buy,PreOwned,29735482
Pimpri,5,Non-Furnished,Buy,PreOwned,30003593
Pimpri,5,Non-Furnished,Buy,PreOwned,30492114
Pimpri,5,Non-Furnished,Buy,PreOwned,30211379
Pimpri,5,Non-Furnished,Buy,PreOwned,29959696
Pimpri,5,Non-Furnished,Buy,PreOwned,30466257
Pimpri,5,Non-Furnished,Buy,PreOwned,30304393
Pimpri,5,Non-Furnished,Buy,PreOwned,30560773
Pimpri,5,Non-Furnished,Buy,PreOwned,29967829
Pimpri,5,Non-Furnished,Buy,PreOwned,29980454
Pimpri,5,Non-Furnished,Buy,PreOwned,29774543
Pimpri,5,Non-Furnished,Buy,PreOwned,30178056
Yerwada,1,Furnished,Rent,None,21692
Yerwada,1,Furnished,Rent,None,22976
Yerwada,1,Furnished,Rent,None,27560
Yerwada,1,Furnished,Rent,None,23587
Yerwada,1,Furnished,Rent,None,20761
Yerwada,1,Furnished,Rent,None,25829
Yerwada,1,Furnished,Rent,None,26413
Yerwada,1,Furnished,Rent,None,23336
Yerwada,1,Furnished,Rent,None,24107
Yerwada,1,Furnished,Rent,None,19825
Yerwada,1,Furnished,Rent,None,29503
Yerwada,1,Furnished,Rent,None,30393
Yerwada,1,Furnished,Buy,New,8306512
Yerwada,1,Furnished,Buy,New,6252829
Yerwada,1,Furnished,Buy,New,5570923
Yerwada,1,Furnished,Buy,New,6659854
Yerwada,1,Furnished,Buy,New,5997449
Yerwada,1,Furnished,Buy,New,6782555
Yerwada,1,Furnished,Buy,New,7283007
Yerwada,1,Furnished,Buy,New,6591757
Yerwada,1,Furnished,Buy,New,7025814
Yerwada,1,Furnished,Buy,New,6476131
Yerwada,1,Furnished,Buy,New,6815844
Yerwada,1,Furnished,Buy,New,7364915
Yerwada,1,Furnished,Buy,PreOwned,4850579
Yerwada,1,Furnished,Buy,PreOwned,5206128
Yerwada,1,Furnished,Buy,PreOwned,5053450
Yerwada,1,Furnished,Buy,PreOwned,5506105
Yerwada,1,Furnished,Buy,PreOwned,5997269
Yerwada,1,Furnished,Buy,PreOwned,5785277
Yerwada,1,Furnished,Buy,PreOwned,5614941
Yerwada,1,Furnished,Buy,PreOwned,5733382
Yerwada,1,Furnished,Buy,PreOwned,5153161
Yerwada,1,Furnished,Buy,PreOwned,5848875
Yerwada,1,Furnished,Buy,PreOwned,5567968
Yerwada,1,Furnished,Buy,PreOwned,5214226
Yerwada,1,Non-Furnished,Rent,None,16845
Yerwada,1,Non-Furnished,Rent,None,17285
Yerwada,1,Non-Furnished,Rent,None,20700
Yerwada,1,Non-Furnished,Rent,None,20142
Yerwada,1,Non-Furnished,Rent,None,18378
Yerwada,1,Non-Furnished,Rent,None,20907
Yerwada,1,Non-Furnished,Rent,None,20135
Yerwada,1,Non-Furnished,Rent,None,20796
Yerwada,1,Non-Furnished,Rent,None,18784
Yerwada,1,Non-Furnished,Rent,None,17139
Yerwada,1,Non-Furnished,Rent,None,19674
Yerwada,1,Non-Furnished,Rent,None,16022
Yerwada,1,Non-Furnished,Buy,New,5123952
Yerwada,1,Non-Furnished,Buy,New,7043515
Yerwada,1,Non-Furnished,Buy,New,5617140
Yerwada,1,Non-Furnished,Buy,New,4896188
Yerwada,1,Non-Furnished,Buy,New,6006921
Yerwada,1,Non-Furnished,Buy,New,5459775
Yerwada,1,Non-Furnished,Buy,New,5151099
Yerwada,1,Non-Furnished,Buy,New,5529214
Yerwada,1,Non-Furnished,Buy,New,5286555
Yerwada,1,Non-Furnished,Buy,New,5768055
Yerwada,1,Non-Furnished,Buy,New,5169957
Yerwada,1,Non-Furnished,Buy,New,6080775
Yerwada,1,Non-Furnished,Buy,PreOwned,4043303
Yerwada,1,Non-Furnished,Buy,PreOwned,4569761
Yerwada,1,Non-Furnished,Buy,PreOwned,4437775
Yerwada,1,Non-Furnished,Buy,PreOwned,4223244
Yerwada,1,Non-Furnished,Buy,PreOwned,4067318
Yerwada,1,Non-Furnished,Buy,PreOwned,4115021
Yerwada,1,Non-Furnished,Buy,PreOwned,3738678
Yerwada,1,Non-Furnished,Buy,PreOwned,4449722
Yerwada,1,Non-Furnished,Buy,PreOwned,4491527
Yerwada,1,Non-Furnished,Buy,PreOwned,3908848
Yerwada,1,Non-Furnished,Buy,PreOwned,4374349
Yerwada,1,Non-Furnished,Buy,PreOwned,4288711
Yerwada,2,Furnished,Rent,None,40344
Yerwada,2,Furnished,Rent,None,36072
Yerwada,2,Furnished,Rent,None,38162
Yerwada,2,Furnished,Rent,None,41112
Yerwada,2,Furnished,Rent,None,33530
Yerwada,2,Furnished,Rent,None,36017
Yerwada,2,Furnished,Rent,None,34458
Yerwada,2,Furnished,Rent,None,33725
Yerwada,2,Furnished,Rent,None,37471
Yerwada,2,Furnished,Rent,None,40933
Yerwada,2,Furnished,Rent,None,34629
Yerwada,2,Furnished,Rent,None,35200
Yerwada,2,Furnished,Buy,New,10460022
Yerwada,2,Furnished,Buy,New,11836822
Yerwada,2,Furnished,Buy,New,10765330
Yerwada,2,Furnished,Buy,New,10065108
Yerwada,2,Furnished,Buy,New,10172571
Yerwada,2,Furnished,Buy,New,9912808
Yerwada,2,Furnished,Buy,New,9985794
Yerwada,2,Furnished,Buy,New,9444603
Yerwada,2,Furnished,Buy,New,10687674
Yerwada,2,Furnished,Buy,New,10422123
Yerwada,2,Furnished,Buy,New,10144828
Yerwada,2,Furnished,Buy,New,9189736
Yerwada,2,Furnished,Buy,PreOwned,8872217
Yerwada,2,Furnished,Buy,PreOwned,8918731
Yerwada,2,Furnished,Buy,PreOwned,9049120
Yerwada,2,Furnished,Buy,PreOwned,8395194
Yerwada,2,Furnished,Buy,PreOwned,8754729
Yerwada,2,Furnished,Buy,PreOwned,8302366
Yerwada,2,Furnished,Buy,PreOwned,8420650
Yerwada,2,Furnished,Buy,PreOwned,9111455
Yerwada,2,Furnished,Buy,PreOwned,8824798
Yerwada,2,Furnished,Buy,PreOwned,8885847
Yerwada,2,Furnished,Buy,PreOwned,8741575
Yerwada,2,Furnished,Buy,PreOwned,8737267
Yerwada,2,Non-Furnished,Rent,None,28001
Yerwada,2,Non-Furnished,Rent,None,30166
Yerwada,2,Non-Furnished,Rent,None,30736
Yerwada,2,Non-Furnished,Rent,None,31049
Yerwada,2,Non-Furnished,Rent,None,30299
Yerwada,2,Non-Furnished,Rent,None,28381
Yerwada,2,Non-Furnished,Rent,None,30650
Yerwada,2,Non-Furnished,Rent,None,32633
Yerwada,2,Non-Furnished,Rent,None,31710
Yerwada,2,Non-Furnished,Rent,None,28587
Yerwada,2,Non-Furnished,Rent,None,31031
Yerwada,2,Non-Furnished,Rent,None,30651
Yerwada,2,Non-Furnished,Buy,New,8729973
Yerwada,2,Non-Furnished,Buy,New,8692848
Yerwada,2,Non-Furnished,Buy,New,7969720
Yerwada,2,Non-Furnished,Buy,New,8466207
Yerwada,2,Non-Furnished,Buy,New,9713666
Yerwada,2,Non-Furnished,Buy,New,8538124
Yerwada,2,Non-Furnished,Buy,New,8130495
Yerwada,2,Non-Furnished,Buy,New,9499559
Yerwada,2,Non-Furnished,Buy,New,9010786
Yerwada,2,Non-Furnished,Buy,New,7903647
Yerwada,2,Non-Furnished,Buy,New,9003000
Yerwada,2,Non-Furnished,Buy,New,8810801
Yerwada,2,Non-Furnished,Buy,PreOwned,7586298
Yerwada,2,Non-Furnished,Buy,PreOwned,7576226
Yerwada,2,Non-Furnished,Buy,PreOwned,7829282
Yerwada,2,Non-Furnished,Buy,PreOwned,7729906
Yerwada,2,Non-Furnished,Buy,PreOwned,7731039
Yerwada,2,Non-Furnished,Buy,PreOwned,7401162
Yerwada,2,Non-Furnished,Buy,PreOwned,7536645
Yerwada,2,Non-Furnished,Buy,PreOwned,7901112
Yerwada,2,Non-Furnished,Buy,PreOwned,7691396
Yerwada,2,Non-Furnished,Buy,PreOwned,7406655
Yerwada,2,Non-Furnished,Buy,PreOwned,7300683
Yerwada,2,Non-Furnished,Buy,PreOwned,7693848
Yerwada,3,Furnished,Rent,None,57423
Yerwada,3,Furnished,Rent,None,58861
Yerwada,3,Furnished,Rent,None,55358
Yerwada,3,Furnished,Rent,None,57574
Yerwada,3,Furnished,Rent,None,61893
Yerwada,3,Furnished,Rent,None,58602
Yerwada,3,Furnished,Rent,None,59524
Yerwada,3,Furnished,Rent,None,56757
Yerwada,3,Furnished,Rent,None,57418
Yerwada,3,Furnished,Rent,None,59784
Yerwada,3,Furnished,Rent,None,61712
Yerwada,3,Furnished,Rent,None,56325
Yerwada,3,Furnished,Buy,New,14920947
Yerwada,3,Furnished,Buy,New,16840877
Yerwada,3,Furnished,Buy,New,16451103
Yerwada,3,Furnished,Buy,New,16158988
Yerwada,3,Furnished,Buy,New,14624467
Yerwada,3,Furnished,Buy,New,17002727
Yerwada,3,Furnished,Buy,New,16692179
Yerwada,3,Furnished,Buy,New,15181134
Yerwada,3,Furnished,Buy,New,16858749
Yerwada,3,Furnished,Buy,New,16270826
Yerwada,3,Furnished,Buy,New,16089656
Yerwada,3,Furnished,Buy,New,16105046
Yerwada,3,Furnished,Buy,PreOwned,13954756
Yerwada,3,Furnished,Buy,PreOwned,14180117
Yerwada,3,Furnished,Buy,PreOwned,13962245
Yerwada,3,Furnished,Buy,PreOwned,14249675
Yerwada,3,Furnished,Buy,PreOwned,14899072
Yerwada,3,Furnished,Buy,PreOwned,13479340
Yerwada,3,Furnished,Buy,PreOwned,14601688
Yerwada,3,Furnished,Buy,PreOwned,14341262
Yerwada,3,Furnished,Buy,PreOwned,13907776
Yerwada,3,Furnished,Buy,PreOwned,14113252
Yerwada,3,Furnished,Buy,PreOwned,13542663
Yerwada,3,Furnished,Buy,PreOwned,14298124
Yerwada,3,Non-Furnished,Rent,None,51674
Yerwada,3,Non-Furnished,Rent,None,48616
Yerwada,3,Non-Furnished,Rent,None,51043
Yerwada,3,Non-Furnished,Rent,None,48928
Yerwada,3,Non-Furnished,Rent,None,51896
Yerwada,3,Non-Furnished,Rent,None,52338
Yerwada,3,Non-Furnished,Rent,None,52763
Yerwada,3,Non-Furnished,Rent,None,48530
Yerwada,3,Non-Furnished,Rent,None,49459
Yerwada,3,Non-Furnished,Rent,None,48029
Yerwada,3,Non-Furnished,Rent,None,48901
Yerwada,3,Non-Furnished,Rent,None,52885
Yerwada,3,Non-Furnished,Buy,New,13696426
Yerwada,3,Non-Furnished,Buy,New,14266801
Yerwada,3,Non-Furnished,Buy,New,14378503
Yerwada,3,Non-Furnished,Buy,New,15509986
Yerwada,3,Non-Furnished,Buy,New,14838882
Yerwada,3,Non-Furnished,Buy,New,15470300
Yerwada,3,Non-Furnished,Buy,New,15788717
Yerwada,3,Non-Furnished,Buy,New,14413303
Yerwada,3,Non-Furnished,Buy,New,15175014
Yerwada,3,Non-Furnished,Buy,New,14861662
Yerwada,3,Non-Furnished,Buy,New,14051640
Yerwada,3,Non-Furnished,Buy,New,14891306
Yerwada,3,Non-Furnished,Buy,PreOwned,13138914
Yerwada,3,Non-Furnished,Buy,PreOwned,13068589
Yerwada,3,Non-Furnished,Buy,PreOwned,13336440
Yerwada,3,Non-Furnished,Buy,PreOwned,12959459
Yerwada,3,Non-Furnished,Buy,PreOwned,13298796
Yerwada,3,Non-Furnished,Buy,PreOwned,12870122
Yerwada,3,Non-Furnished,Buy,PreOwned,12907536
Yerwada,3,Non-Furnished,Buy,PreOwned,13584319
Yerwada,3,Non-Furnished,Buy,PreOwned,13267316
Yerwada,3,Non-Furnished,Buy,PreOwned,12882859
Yerwada,3,Non-Furnished,Buy,PreOwned,13391838
Yerwada,3,Non-Furnished,Buy,PreOwned,13142706
Yerwada,4,Furnished,Rent,None,95401
Yerwada,4,Furnished,Rent,None,93517
Yerwada,4,Furnished,Rent,None,89726
Yerwada,4,Furnished,Rent,None,93530
Yerwada,4,Furnished,Rent,None,96860
Yerwada,4,Furnished,Rent,None,90298
Yerwada,4,Furnished,Rent,None,99084
Yerwada,4,Furnished,Rent,None,94191
Yerwada,4,Furnished,Rent,None,96858
Yerwada,4,Furnished,Rent,None,93855
Yerwada,4,Furnished,Rent,None,88682
Yerwada,4,Furnished,Rent,None,97513
Yerwada,4,Furnished,Buy,New,23923583
Yerwada,4,Furnished,Buy,New,22464110
Yerwada,4,Furnished,Buy,New,23867684
Yerwada,4,Furnished,Buy,New,23324878
Yerwada,4,Furnished,Buy,New,21793720
Yerwada,4,Furnished,Buy,New,23244397
Yerwada,4,Furnished,Buy,New,23976604
Yerwada,4,Furnished,Buy,New,22164101
Yerwada,4,Furnished,Buy,New,23145164
Yerwada,4,Furnished,Buy,New,22230581
Yerwada,4,Furnished,Buy,New,22766426
Yerwada,4,Furnished,Buy,New,22919010
Yerwada,4,Furnished,Buy,PreOwned,21336940
Yerwada,4,Furnished,Buy,PreOwned,20977899
Yerwada,4,Furnished,Buy,PreOwned,21359653
Yerwada,4,Furnished,Buy,PreOwned,20777576
Yerwada,4,Furnished,Buy,PreOwned,21713822
Yerwada,4,Furnished,Buy,PreOwned,20800702
Yerwada,4,Furnished,Buy,PreOwned,21919770
Yerwada,4,Furnished,Buy,PreOwned,21075941
Yerwada,4,Furnished,Buy,PreOwned,21746802
Yerwada,4,Furnished,Buy,PreOwned,21010455
Yerwada,4,Furnished,Buy,PreOwned,21188181
Yerwada,4,Furnished,Buy,PreOwned,21738661
Yerwada,4,Non-Furnished,Rent,None,86615
Yerwada,4,Non-Furnished,Rent,None,87277
Yerwada,4,Non-Furnished,Rent,None,86725
Yerwada,4,Non-Furnished,Rent,None,84990
Yerwada,4,Non-Furnished,Rent,None,83664
Yerwada,4,Non-Furnished,Rent,None,87419
Yerwada,4,Non-Furnished,Rent,None,86523
Yerwada,4,Non-Furnished,Rent,None,87251
Yerwada,4,Non-Furnished,Rent,None,87986
Yerwada,4,Non-Furnished,Rent,None,83388
Yerwada,4,Non-Furnished,Rent,None,87517
Yerwada,4,Non-Furnished,Rent,None,83279
Yerwada,4,Non-Furnished,Buy,New,22199973
Yerwada,4,Non-Furnished,Buy,New,21867275
Yerwada,4,Non-Furnished,Buy,New,21080002
Yerwada,4,Non-Furnished,Buy,New,22355788
Yerwada,4,Non-Furnished,Buy,New,20900073
Yerwada,4,Non-Furnished,Buy,New,21121082
Yerwada,4,Non-Furnished,Buy,New,21802180
Yerwada,4,Non-Furnished,Buy,New,21699835
Yerwada,4,Non-Furnished,Buy,New,22245623
Yerwada,4,Non-Furnished,Buy,New,21238177
Yerwada,4,Non-Furnished,Buy,New,21313905
Yerwada,4,Non-Furnished,Buy,New,21598548
Yerwada,4,Non-Furnished,Buy,PreOwned,19809502
Yerwada,4,Non-Furnished,Buy,PreOwned,20014866
Yerwada,4,Non-Furnished,Buy,PreOwned,19983098
Yerwada,4,Non-Furnished,Buy,PreOwned,20580368
Yerwada,4,Non-Furnished,Buy,PreOwned,19796501
Yerwada,4,Non-Furnished,Buy,PreOwned,20042937
Yerwada,4,Non-Furnished,Buy,PreOwned,20269619
Yerwada,4,Non-Furnished,Buy,PreOwned,20405472
Yerwada,4,Non-Furnished,Buy,PreOwned,19840407
Yerwada,4,Non-Furnished,Buy,PreOwned,19756574
Yerwada,4,Non-Furnished,Buy,PreOwned,19893244
Yerwada,4,Non-Furnished,Buy,PreOwned,19951723
Yerwada,5,Furnished,Rent,None,139142
Yerwada,5,Furnished,Rent,None,135965
Yerwada,5,Furnished,Rent,None,139709
Yerwada,5,Furnished,Rent,None,143309
Yerwada,5,Furnished,Rent,None,132295
